;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SENAI;                                            ATIVO IMOBILIZADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SISTEMA DE
CONFERÊNCIA
ON -LINE
03/2026";LOCALIZ.;NOME DO AMBIENTE;;;;;IMOB.;"Nº 
INVENTÁRIO";"DATA
INCORP.";DENOMINAÇÃO IMOBILIZADO;RESPONSÁVEL;STATUS/OCORRÊNCIA;TRANSFERÊNCIA;;DISPONIBILIDADE;;;;BAIXA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;"LOCAL
DESTINO";RESPONSÁVEL;AUTORIZ.;"DATA ENVIO 
P/GAF";"Nº DA
UNIDADE";ENTREPOSTO;AUTORIZ.;"DATA 
ENVIO 
P/DIRETOR";"PROCESSO 
Nº";;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10531312;1037277;02.05.2012;PENTE CALIBRAD.P/ROSCA MÉTRICA/KING TOOLS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10531313;1037278;02.05.2012;PENTE CALIBRAD.P/ROSCA MÉTRICA/KING TOOLS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10531314;1037279;02.05.2012;PENTE CALIBRAD.P/ROSCA MÉTRICA/KING TOOLS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10011431;1188090;31.07.2017;QUADRO BRANCO MAGNÉTICO MÓVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10527219;1030192;22.03.2012;RECARTILHA TRIPLA OSCILANTE/HISPANIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10527224;1030197;22.03.2012;RECARTILHA TRIPLA OSCILANTE/HISPANIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10572516;1213163;19.12.2018;RELÓGIO COMPARADOR 10 MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10572519;1213166;19.12.2018;RELÓGIO COMPARADOR 10 MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344059;1073628;04.06.2013;RETIFICADORA CILÍNDRICA UNIVERSAL /FERDIMAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344817;1052694;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344818;1052695;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344852;1052696;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344853;1052697;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344819;1052698;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344820;1052699;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344836;1052700;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344837;1052701;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344825;1052702;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344826;1052703;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344827;1052704;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344850;1052705;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344851;1052706;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344821;1052707;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344838;1052708;18.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10344839;1053903;31.01.2013;TORNO MECÂNICO PARALELO UNIVERSAL/ROMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10531315;1037280;02.05.2012;TRAÇADOR DE ALTURA -300MM-/12P/DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770031;2077;00;31;;;;10531316;1037281;02.05.2012;TRAÇADOR DE ALTURA -300MM-/12P/DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10586511;1234945;11.05.2020;ACCESS POINT PARA USO INDOOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10589823;1238139;25.01.2021;APARELHO P/MEDIR DUREZA TIPO POLDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10034586;621662;31.12.1995;ARMARIO ACO 7GAVETAS SANCHES BLANES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10201330;1189454;31.08.2017;ARMÁRIO BAIXO 2 M - ÁRTICO - DC 1651/1672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10201332;1189456;31.08.2017;ARMÁRIO BAIXO 2 M - ÁRTICO - DC 1651/1672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10200878;1187960;31.07.2017;ARMÁRIO BALCÃO C/ PAINÉIS P FERRAM. ÁRTICO DC-1461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10209402;1207500;26.06.2018;ARMÁRIO FERRAMENTAS 4 PORTAS , ÁRTICO DC 1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10211721;1213334;07.12.2018;ARMÁRIO P/ FRESADORA E RETIFICADORA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10211722;1213335;07.12.2018;ARMÁRIO P/ FRESADORA E RETIFICADORA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10205697;1200158;28.02.2018;ARMÁRIO PARA FRESADORA ÁRTICO DC 1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10205698;1200159;28.02.2018;ARMÁRIO PARA FRESADORA ÁRTICO DC 1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10200907;1188081;31.07.2017;ARMÁRIO PARA FRESADORA ÁRTICO DC-1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10200908;1188082;31.07.2017;ARMÁRIO PARA FRESADORA ÁRTICO DC-1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10200909;1188083;31.07.2017;ARMÁRIO PARA FRESADORA ÁRTICO DC-1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10200910;1188084;31.07.2017;ARMÁRIO PARA FRESADORA ÁRTICO DC-1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10173471;1134626;31.12.2014;BANCADA MEC. DE MANUT. E AJUST. DC1708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10211947;1221471;28.02.2018;BANCADA MEC. MAUT. E AJUST ÁRTICO DC 1708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10211949;1221472;28.02.2018;BANCADA MEC. MAUT. E AJUST ÁRTICO DC 1708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10211656;1213269;07.12.2018;BANCADA P/ AJUSTADOR (CINZA CLARO) DC-761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10014581;269590;01.01.1973;BANCADA P/ AJUSTADOR 2 LUGARES DC - 761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10369632;180087;01.01.1968;BLOCO PRISMATICO V 50X50 JOGO STARRET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10535530;1049058;05.10.2012;CALIBRADOR DE RAIOS DE 1 A 7MM /COSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10535522;1049050;05.10.2012;CALIBRADOR DE RAIOS DE 7,5 A 15MM /COSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10534686;1046731;26.07.2012;CALIBRADOR TRAÇADOR ALT.300MM/MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10534687;1046732;26.07.2012;CALIBRADOR TRAÇADOR ALT.300MM/MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10534688;1046733;26.07.2012;CALIBRADOR TRAÇADOR ALT.300MM/MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571521;1207734;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571522;1207735;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571523;1207736;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571524;1207737;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571525;1207738;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571526;1207739;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571527;1207740;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10571528;1207741;05.07.2018;CEPO AÇO TEMPERADO/RETIFICADO DF 207/ MN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10280148;146676;01.01.1965;COLUNA FUNDIDA EM FERRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10534713;1046886;26.07.2012;DESEMPENO GRANITO 630X400X120MM/MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10008575;955938;20.08.2010;ESCADA DE ABRIR 1,50MTS 5 DEGR./W.BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10547205;1088360;31.01.2014;ESCALA DE AÇO 150MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10547206;1088361;31.01.2014;ESCALA DE AÇO 150MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10547207;1088362;31.01.2014;ESCALA DE AÇO 150MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10547208;1088363;31.01.2014;ESCALA DE AÇO 150MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10287514;568948;31.03.1992;ESMERIL BANCADA JOWA B-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10285468;517172;31.10.1989;ESMERIL DE BANCADA 3600 RPM SCHULZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10330075;1007423;05.09.2011;FRESADORA UNIV. CABEÇOTE VERT. DIV./KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10330076;1007424;05.09.2011;FRESADORA UNIV.CABEÇOTE VERTICAL/KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10337056;1040683;04.06.2012;FRESADORA UNIVERSAL / KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10337113;1040684;04.06.2012;FRESADORA UNIVERSAL / KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10337114;1040685;04.06.2012;FRESADORA UNIVERSAL / KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10336940;1040682;04.06.2012;FRESADORA UNIVERSAL C/DIVISOR/KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10337119;1037401;03.05.2012;FURADEIRA DE BANCADA 25MM/KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10337120;1037402;03.05.2012;FURADEIRA DE BANCADA 25MM/KONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10338364;1032341;28.03.2012;FURADEIRA DE COLUNA 30MM/YADOYA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10338345;1032342;28.03.2012;FURADEIRA DE COLUNA 30MM/YADOYA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10352918;1135602;15.01.2015;FURADEIRA/PARAFUSADEIRA INDL. 1/2 S/FIO/ MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10450126;806914;27.12.2007;JOGO CHAVE COMB.1/4A1/4POLEG.TRAMONTINA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10439214;764296;15.01.2007;JOGO DE CHAVE COMBINADA  6 A 32MM GEDORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10521979;1017484;17.01.2012;LÁPIS ELÉTRICO P/GRAVAR/DREMEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10531318;1037283;02.05.2012;MICROMETRO INT.PAQUIM. 5 A 30MM/DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10531319;1037284;02.05.2012;MICROMETRO INT.PAQUIM. 5 A 30MM/DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10533489;1041400;13.06.2012;MICRÔMETRO M.EXT.0 A 25MM - DIG./MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10533490;1041401;13.06.2012;MICRÔMETRO M.EXT.0 A 25MM - DIG./MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10533878;1044023;04.06.2012;MICRÔMETRO M.EXT.0 A 25MM - NONIO/TESA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10531296;1037261;02.05.2012;MICRÔMETRO PROFUND. 0 A 300MM/DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10200866;1187924;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10200867;1187925;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10199467;1186501;31.07.2017;MOCHILEIRO 8 PORTAS C/ CHAVES ÁRTICO DC 1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10199468;1186502;31.07.2017;MOCHILEIRO 8 PORTAS C/ CHAVES ÁRTICO DC 1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347236;1114566;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347234;1114569;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347235;1114570;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347232;1114571;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347233;1114572;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347229;1114573;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347230;1114575;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10347231;1114581;18.07.2014;MORSA DE BANCADA Nº 5 BASE GIRATÓRIA/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10533482;1041393;15.06.2012;MORSA PRECISÃO RETIFICADA P/MÁQ./BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10533483;1041394;15.06.2012;MORSA PRECISÃO RETIFICADA P/MÁQ./BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10547219;1088374;31.01.2014;NÍVEL DE ALUMÍNIO C/BASE 60CM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10534128;1045341;03.07.2012;PAQUÍMETRO QUADR.DIG.150MM-0,01MM/MAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10279840;77842;01.01.1958;PEDESTAL DE FERRO FUNDIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10547226;1088381;31.01.2014;PENTE DE RAIOS 32 LÂM. 7,5-15MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10011433;1188092;31.07.2017;QUADRO BRANCO MAGNÉTICO MÓVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562647;1131734;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562648;1131735;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562649;1131736;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562650;1131737;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562651;1131738;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562652;1131739;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562653;1131740;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562654;1131741;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562655;1131742;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562656;1131743;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562657;1131744;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10562658;1131745;26.11.2014;RÉGUA DE CONTROLE / DIGIMESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10572517;1213164;19.12.2018;RELÓGIO COMPARADOR 10 MM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10345097;1071646;02.05.2013;RETIFICADORA PLANA HIDRÁULICA / MELLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10569741;1179205;10.01.2017;RUGOSÍMETRO PORTÁTIL / MAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10335650;1034937;20.04.2012;SERRA DE FITA VERTICAL/RONEMAK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10535514;1049042;05.10.2012;SUPORTE AJUSTÁVEL P/MICRÔMETRO/COSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770032;2077;00;32;;;;10535515;1049043;05.10.2012;SUPORTE AJUSTÁVEL P/MICRÔMETRO/COSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10034588;621664;31.12.1995;ARMARIO ACO 7GAVETAS SANCHES BLANES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10034589;621665;31.12.1995;ARMARIO ACO 7GAVETAS SANCHES BLANES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10212558;1215482;31.03.2019;ARMÁRIO C/PAINÉIS P/ FERRAMENTAS ÁRTICO DC 1735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10209408;1207506;26.06.2018;ARMÁRIO FERRAMENTAS 4 PORTAS , ÁRTICO DC 1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10209409;1207507;26.06.2018;ARMÁRIO FERRAMENTAS 4 PORTAS , ÁRTICO DC 1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10209410;1207508;26.06.2018;ARMÁRIO FERRAMENTAS 4 PORTAS , ÁRTICO DC 1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10211718;1213331;07.12.2018;ARMÁRIO P/ GUARDA DE VASSOURAS ÁRTICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10205183;1199640;28.02.2018;BANCADA INDUSTRIAL 1200 MM DC 1736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10205184;1199641;28.02.2018;BANCADA INDUSTRIAL 1200 MM DC 1736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10535071;1047904;29.08.2012;BLOCO PADRÃO DE AÇO JG C/88 PÇS/MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770033;2077;00;33;;;;10333204;1020013;26.01.2012;CABEÇOTE AUTOMÁTICO P/BROQUEAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
